image_id,predicted_label,crack_probability,width,height,component_count,crack_area_px,crack_area_pct,crack_length_px,mean_width_px,max_width_px,scale_mm_per_px,crack_length_mm,mean_width_mm,max_width_mm,severity_score,severity_label,severity_basis,segmentation_source,measurement_method,overlay_path,heatmap_path,mask_path,polygons_json,error
img_0001495,cracked,0.9997662377022888,256.0,256.0,6.0,540.0,0.00823974609375,147.0,3.507796287536621,8.485280990600586,,,,,0.38028619431780153,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0001495.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0001495.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0001495.png,"[{""component_id"": 2, ""area_px"": 145, ""bbox"": [79, 87, 97, 105], ""polygon"": [[89, 104], [84, 104], [84, 101], [78, 97], [79, 92], [83, 96], [86, 94], [82, 88], [86, 90], [88, 86], [94, 88], [90, 95], [96, 96], [92, 99], [89, 104]]}, {""component_id"": 6, ""area_px"": 99, ""bbox"": [97, 238, 112, 256], ""polygon"": [[104, 255], [104, 250], [106, 244], [105, 242], [98, 246], [96, 244], [100, 244], [103, 238], [109, 238], [112, 242], [108, 248], [108, 253], [106, 255]]}, {""component_id"": 5, ""area_px"": 82, ""bbox"": [44, 155, 65, 165], ""polygon"": [[61, 164], [50, 158], [46, 160], [44, 158], [52, 154], [57, 158], [61, 154], [62, 156], [60, 159], [64, 162], [61, 164]]}, {""component_id"": 3, ""area_px"": 76, ""bbox"": [235, 87, 251, 95], ""polygon"": [[249, 94], [243, 92], [237, 94], [234, 91], [240, 86], [242, 90], [250, 90], [249, 94]]}, {""component_id"": 1, ""area_px"": 73, ""bbox"": [207, 0, 228, 15], ""polygon"": [[208, 0], [217, 4], [228, 14], [222, 12], [212, 4], [208, 4], [206, 0]]}, {""component_id"": 4, ""area_px"": 65, ""bbox"": [215, 105, 235, 115], ""polygon"": [[217, 114], [214, 113], [218, 106], [227, 104], [234, 107], [222, 108], [217, 114]]}]",
img_0001496,cracked,0.9997662377022888,256.0,256.0,6.0,540.0,0.00823974609375,147.0,3.507796287536621,8.485280990600586,,,,,0.38028619431780153,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0001496.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0001496.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0001496.png,"[{""component_id"": 2, ""area_px"": 145, ""bbox"": [79, 87, 97, 105], ""polygon"": [[89, 104], [84, 104], [84, 101], [78, 97], [79, 92], [83, 96], [86, 94], [82, 88], [86, 90], [88, 86], [94, 88], [90, 95], [96, 96], [92, 99], [89, 104]]}, {""component_id"": 6, ""area_px"": 99, ""bbox"": [97, 238, 112, 256], ""polygon"": [[104, 255], [104, 250], [106, 244], [105, 242], [98, 246], [96, 244], [100, 244], [103, 238], [109, 238], [112, 242], [108, 248], [108, 253], [106, 255]]}, {""component_id"": 5, ""area_px"": 82, ""bbox"": [44, 155, 65, 165], ""polygon"": [[61, 164], [50, 158], [46, 160], [44, 158], [52, 154], [57, 158], [61, 154], [62, 156], [60, 159], [64, 162], [61, 164]]}, {""component_id"": 3, ""area_px"": 76, ""bbox"": [235, 87, 251, 95], ""polygon"": [[249, 94], [243, 92], [237, 94], [234, 91], [240, 86], [242, 90], [250, 90], [249, 94]]}, {""component_id"": 1, ""area_px"": 73, ""bbox"": [207, 0, 228, 15], ""polygon"": [[208, 0], [217, 4], [228, 14], [222, 12], [212, 4], [208, 4], [206, 0]]}, {""component_id"": 4, ""area_px"": 65, ""bbox"": [215, 105, 235, 115], ""polygon"": [[217, 114], [214, 113], [218, 106], [227, 104], [234, 107], [222, 108], [217, 114]]}]",
img_0001498,cracked,0.9988311885114431,256.0,256.0,3.0,214.0,0.003265380859375,68.0,2.9374191761016846,5.656854152679443,,,,,0.2801131717029397,low,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0001498.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0001498.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0001498.png,"[{""component_id"": 1, ""area_px"": 81, ""bbox"": [102, 147, 122, 158], ""polygon"": [[110, 158], [108, 152], [105, 154], [102, 152], [112, 150], [114, 146], [118, 152], [122, 152], [115, 156], [112, 152], [110, 158]]}, {""component_id"": 2, ""area_px"": 67, ""bbox"": [138, 161, 154, 172], ""polygon"": [[139, 172], [138, 165], [141, 162], [149, 160], [154, 166], [152, 170], [144, 164], [139, 172]]}, {""component_id"": 3, ""area_px"": 66, ""bbox"": [225, 228, 236, 242], ""polygon"": [[227, 242], [224, 239], [224, 231], [228, 236], [232, 233], [230, 231], [231, 228], [236, 232], [234, 238], [229, 238], [227, 242]]}]",
img_0001497,cracked,0.9988311885114431,256.0,256.0,3.0,214.0,0.003265380859375,68.0,2.9374191761016846,5.656854152679443,,,,,0.2801131717029397,low,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0001497.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0001497.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0001497.png,"[{""component_id"": 1, ""area_px"": 81, ""bbox"": [102, 147, 122, 158], ""polygon"": [[110, 158], [108, 152], [105, 154], [102, 152], [112, 150], [114, 146], [118, 152], [122, 152], [115, 156], [112, 152], [110, 158]]}, {""component_id"": 2, ""area_px"": 67, ""bbox"": [138, 161, 154, 172], ""polygon"": [[139, 172], [138, 165], [141, 162], [149, 160], [154, 166], [152, 170], [144, 164], [139, 172]]}, {""component_id"": 3, ""area_px"": 66, ""bbox"": [225, 228, 236, 242], ""polygon"": [[227, 242], [224, 239], [224, 231], [228, 236], [232, 233], [230, 231], [231, 228], [236, 232], [234, 238], [229, 238], [227, 242]]}]",
img_0039906,cracked,0.990642107140024,256.0,256.0,4.0,2240.0,0.0341796875,516.0,4.346102237701416,10.198039054870605,,,,,0.7403891636155048,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0039906.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0039906.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0039906.png,"[{""component_id"": 1, ""area_px"": 1802, ""bbox"": [173, 0, 208, 256], ""polygon"": [[180, 255], [180, 248], [172, 245], [179, 246], [182, 242], [180, 238], [176, 238], [178, 236], [180, 238], [182, 234], [182, 214], [184, 212], [180, 211], [182, 206], [180, 195], [186, 187], [190, 177], [190, 168], [194, 151], [190, 148], [192, 143], [192, 123], [196, 113], [194, 103], [196, 77], [194, 74], [194, 60], [200, 44], [198, 40], [196, 0]]}, {""component_id"": 3, ""area_px"": 175, ""bbox"": [160, 96, 180, 113], ""polygon"": [[173, 112], [168, 112], [164, 108], [164, 105], [160, 102], [162, 96], [165, 102], [169, 102], [172, 96], [174, 98], [172, 102], [174, 104], [180, 103], [176, 109], [176, 111], [173, 112]]}, {""component_id"": 2, ""area_px"": 165, ""bbox"": [151, 19, 169, 50], ""polygon"": [[162, 50], [162, 46], [156, 40], [153, 46], [150, 44], [162, 32], [161, 30], [156, 33], [161, 22], [166, 33], [162, 39], [168, 40], [164, 43], [168, 47], [162, 50]]}, {""component_id"": 4, ""area_px"": 98, ""bbox"": [158, 140, 177, 155], ""polygon"": [[172, 154], [166, 152], [172, 147], [172, 140], [174, 140], [174, 146], [176, 150], [172, 154]]}]",
img_0038713,cracked,0.988410559520956,256.0,256.0,9.0,1557.0,0.0237579345703125,419.0,3.787524938583374,7.211102485656738,,,,,0.6813204938621991,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0038713.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0038713.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0038713.png,"[{""component_id"": 6, ""area_px"": 476, ""bbox"": [202, 141, 212, 256], ""polygon"": [[206, 255], [208, 216], [206, 214], [206, 188], [202, 163], [206, 140], [210, 142], [206, 163], [212, 217], [210, 255]]}, {""component_id"": 2, ""area_px"": 200, ""bbox"": [205, 49, 217, 92], ""polygon"": [[214, 92], [210, 81], [206, 79], [208, 67], [204, 54], [207, 48], [208, 61], [212, 67], [212, 73], [216, 81], [216, 88], [214, 92]]}, {""component_id"": 5, ""area_px"": 180, ""bbox"": [203, 95, 217, 136], ""polygon"": [[205, 136], [202, 133], [202, 120], [205, 120], [210, 114], [212, 106], [213, 94], [216, 102], [216, 109], [212, 118], [212, 124], [206, 127], [205, 136]]}, {""component_id"": 8, ""area_px"": 173, ""bbox"": [7, 221, 29, 241], ""polygon"": [[28, 240], [18, 234], [13, 234], [8, 238], [8, 231], [10, 232], [14, 229], [10, 227], [10, 223], [16, 226], [19, 230], [23, 224], [28, 228], [24, 234], [28, 240]]}, {""component_id"": 1, ""area_px"": 158, ""bbox"": [210, 0, 219, 49], ""polygon"": [[214, 0], [218, 32], [213, 48], [212, 36], [216, 27], [212, 18], [210, 0]]}, {""component_id"": 7, ""area_px"": 121, ""bbox"": [35, 172, 60, 186], ""polygon"": [[36, 186], [36, 178], [39, 180], [42, 176], [45, 178], [50, 178], [52, 174], [58, 172], [60, 176], [54, 178], [57, 182], [42, 182], [36, 186]]}, {""component_id"": 4, ""area_px"": 106, ""bbox"": [5, 80, 27, 92], ""polygon"": [[14, 92], [10, 82], [4, 83], [5, 80], [10, 82], [23, 80], [26, 84], [25, 86], [16, 84], [16, 86], [22, 89], [14, 92]]}, {""component_id"": 3, ""area_px"": 79, ""bbox"": [9, 57, 34, 66], ""polygon"": [[23, 66], [13, 60], [9, 62], [8, 59], [14, 56], [22, 62], [31, 60], [34, 62], [23, 66]]}, {""component_id"": 9, ""area_px"": 64, ""bbox"": [47, 235, 58, 249], ""polygon"": [[52, 248], [46, 244], [50, 240], [50, 243], [52, 244], [56, 240], [54, 236], [57, 234], [56, 247], [52, 248]]}]",
img_0038841,cracked,0.9879068330160626,256.0,256.0,1.0,1685.0,0.0257110595703125,289.0,5.69404935836792,8.246211051940918,,,,,0.6056175350195536,medium,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0038841.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0038841.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0038841.png,"[{""component_id"": 1, ""area_px"": 1685, ""bbox"": [67, 0, 146, 256], ""polygon"": [[140, 255], [140, 237], [136, 226], [138, 218], [136, 215], [134, 196], [128, 186], [118, 187], [122, 182], [128, 182], [130, 179], [128, 171], [124, 167], [126, 152], [120, 148], [122, 142], [122, 131], [118, 111], [111, 102], [104, 100], [102, 91], [98, 88], [100, 82], [94, 64], [79, 56], [74, 42], [71, 40], [68, 40], [72, 37], [74, 17], [72, 8], [66, 0]]}]",
img_0040004,cracked,0.9877305045116874,256.0,256.0,7.0,1831.0,0.0279388427734375,432.0,4.213631629943848,10.770329475402832,,,,,0.7047020915029234,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0040004.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0040004.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0040004.png,"[{""component_id"": 1, ""area_px"": 1336, ""bbox"": [58, 0, 110, 256], ""polygon"": [[66, 255], [62, 244], [58, 214], [62, 194], [72, 178], [80, 152], [78, 134], [75, 132], [70, 136], [68, 133], [80, 123], [84, 104], [98, 82], [106, 55], [102, 50], [96, 33], [98, 30], [98, 20], [88, 10], [85, 14], [82, 12], [86, 0]]}, {""component_id"": 6, ""area_px"": 116, ""bbox"": [14, 46, 38, 65], ""polygon"": [[27, 64], [24, 63], [26, 60], [23, 56], [17, 56], [14, 51], [17, 50], [24, 56], [36, 46], [38, 49], [26, 56], [30, 59], [27, 64]]}, {""component_id"": 3, ""area_px"": 93, ""bbox"": [132, 16, 155, 29], ""polygon"": [[136, 28], [132, 27], [138, 24], [142, 20], [143, 16], [149, 22], [152, 20], [154, 21], [153, 26], [149, 26], [146, 22], [136, 28]]}, {""component_id"": 5, ""area_px"": 76, ""bbox"": [139, 40, 154, 54], ""polygon"": [[153, 54], [145, 54], [146, 47], [144, 46], [140, 48], [138, 44], [144, 40], [144, 44], [149, 50], [154, 51], [153, 54]]}, {""component_id"": 7, ""area_px"": 74, ""bbox"": [219, 49, 237, 63], ""polygon"": [[227, 62], [218, 62], [226, 58], [224, 56], [226, 54], [221, 48], [230, 50], [232, 52], [226, 55], [227, 62]]}, {""component_id"": 4, ""area_px"": 72, ""bbox"": [147, 27, 161, 39], ""polygon"": [[154, 38], [151, 32], [149, 36], [146, 34], [147, 30], [151, 30], [153, 28], [156, 28], [156, 31], [160, 32], [154, 38]]}, {""component_id"": 2, ""area_px"": 64, ""bbox"": [151, 6, 165, 23], ""polygon"": [[163, 22], [158, 22], [158, 18], [154, 15], [150, 8], [152, 6], [160, 19], [161, 20], [164, 18], [163, 22]]}]",
img_0039501,cracked,0.9875175103388067,256.0,256.0,7.0,2490.0,0.037994384765625,590.0,4.290153503417969,12.165525436401367,,,,,0.761221916374402,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0039501.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0039501.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0039501.png,"[{""component_id"": 1, ""area_px"": 1522, ""bbox"": [193, 0, 226, 256], ""polygon"": [[220, 255], [212, 247], [208, 232], [205, 230], [198, 230], [192, 223], [192, 218], [196, 218], [198, 224], [201, 226], [204, 225], [202, 219], [212, 196], [212, 189], [216, 183], [213, 176], [208, 178], [202, 175], [206, 167], [206, 165], [211, 162], [216, 166], [218, 165], [216, 140], [208, 134], [204, 137], [200, 146], [198, 143], [202, 136], [202, 132], [206, 130], [210, 116], [198, 77], [196, 65], [206, 59], [206, 49], [216, 30], [216, 25], [210, 22], [216, 21], [216, 13], [220, 9], [220, 0]]}, {""component_id"": 6, ""area_px"": 373, ""bbox"": [147, 140, 189, 171], ""polygon"": [[175, 170], [170, 169], [170, 164], [167, 166], [160, 162], [153, 164], [146, 159], [156, 159], [158, 151], [162, 147], [162, 140], [176, 145], [175, 148], [167, 146], [162, 151], [166, 156], [164, 160], [165, 162], [180, 158], [188, 164], [184, 168], [178, 166], [175, 170]]}, {""component_id"": 2, ""area_px"": 189, ""bbox"": [135, 16, 162, 35], ""polygon"": [[152, 34], [146, 32], [150, 26], [149, 24], [139, 26], [134, 23], [140, 21], [138, 19], [139, 16], [147, 16], [148, 22], [162, 22], [158, 28], [155, 26], [152, 27], [154, 33], [152, 34]]}, {""component_id"": 7, ""area_px"": 127, ""bbox"": [188, 149, 199, 180], ""polygon"": [[191, 180], [188, 175], [192, 170], [194, 154], [197, 148], [196, 164], [198, 168], [194, 175], [198, 178], [191, 180]]}, {""component_id"": 3, ""area_px"": 101, ""bbox"": [132, 39, 155, 53], ""polygon"": [[141, 52], [132, 50], [132, 48], [140, 48], [143, 46], [144, 38], [148, 41], [149, 46], [154, 48], [147, 52], [142, 48], [141, 52]]}, {""component_id"": 4, ""area_px"": 89, ""bbox"": [155, 52, 172, 69], ""polygon"": [[163, 68], [162, 61], [164, 58], [154, 58], [158, 58], [161, 52], [172, 57], [166, 58], [168, 63], [163, 68]]}, {""component_id"": 5, ""area_px"": 89, ""bbox"": [138, 65, 158, 80], ""polygon"": [[155, 80], [150, 77], [148, 70], [144, 68], [139, 70], [138, 67], [141, 64], [149, 70], [152, 66], [154, 69], [152, 73], [158, 74], [155, 80]]}]",
img_0039916,cracked,0.9873831818431276,256.0,256.0,7.0,2092.0,0.03192138671875,499.0,4.22476053237915,8.9442720413208,,,,,0.7270344366615943,high,pixel_estimate,heuristic_clahe_frangi_morphology,mask_skeleton_distance_transform,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\overlays\img_0039916.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\heatmaps\img_0039916.jpg,C:\Users\shrav\Downloads\SDNET\SDNET\data\results\localization\masks\img_0039916.png,"[{""component_id"": 1, ""area_px"": 1516, ""bbox"": [136, 0, 205, 256], ""polygon"": [[204, 0], [200, 14], [202, 32], [196, 24], [196, 13], [198, 10], [197, 8], [192, 10], [196, 13], [194, 14], [186, 12], [184, 16], [178, 50], [179, 52], [183, 48], [186, 55], [180, 54], [176, 57], [172, 64], [168, 79], [164, 84], [162, 101], [166, 114], [162, 119], [162, 135], [152, 144], [152, 153], [156, 159], [152, 177], [154, 182], [152, 184], [148, 180], [144, 184], [142, 198], [138, 204], [140, 212], [143, 214], [146, 210], [148, 214], [148, 233], [158, 240], [160, 250], [164, 255]]}, {""component_id"": 3, ""area_px"": 143, ""bbox"": [195, 55, 210, 75], ""polygon"": [[201, 74], [194, 67], [198, 54], [200, 57], [200, 61], [201, 62], [205, 60], [210, 69], [204, 70], [201, 74]]}, {""component_id"": 5, ""area_px"": 110, ""bbox"": [196, 86, 207, 111], ""polygon"": [[203, 110], [200, 108], [202, 104], [196, 103], [198, 99], [199, 86], [202, 88], [200, 99], [206, 103], [203, 110]]}, {""component_id"": 2, ""area_px"": 93, ""bbox"": [191, 34, 201, 54], ""polygon"": [[194, 54], [190, 47], [193, 46], [195, 50], [198, 45], [192, 35], [200, 34], [200, 48], [194, 54]]}, {""component_id"": 7, ""area_px"": 90, ""bbox"": [14, 109, 30, 121], ""polygon"": [[28, 120], [26, 116], [22, 118], [14, 111], [21, 108], [25, 112], [27, 110], [30, 114], [28, 120]]}, {""component_id"": 4, ""area_px"": 76, ""bbox"": [83, 80, 95, 97], ""polygon"": [[85, 96], [82, 95], [82, 88], [85, 84], [88, 86], [90, 83], [90, 80], [92, 80], [94, 86], [92, 88], [88, 86], [86, 88], [85, 96]]}, {""component_id"": 6, ""area_px"": 64, ""bbox"": [86, 94, 99, 105], ""polygon"": [[97, 104], [87, 104], [86, 102], [92, 100], [94, 95], [97, 94], [94, 99], [98, 103], [97, 104]]}]",
